text,label
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn ,negative
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds ,neutral
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares ,neutral
"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx ",positive
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote ",neutral
Some of the lay-offs will be implemented using part-time employment contracts ,neutral
Automation makes it possible to conduct several tests simultaneously ,neutral
"The familiar blue , white , and red HK seal has received a more authentic look ",neutral
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 ,positive
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week ",positive
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 ",negative
"The remaining amount will be funded through debt , the Danish bank said ",neutral
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland ",neutral
Viking Line manages well with its current ferries ,positive
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ",negative
Marathon estimates the value of its remaining stake in Protalix at $ 27 million ,neutral
Net profit was 35.5 mln compared with 29.8 mln ,positive
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 ",negative
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 ,positive
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology ,positive
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market ,positive
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive ",positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 ",positive
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday ",positive
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance ,negative
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking ",neutral
"As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia ",neutral
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur ",positive
"The subscriptions increase Cargotec 's share capital by EUR 27,060 ",positive
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors ",negative
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far ,neutral
"However , he expects banks to provide alternative financing ",positive
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville ",neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China ",neutral
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties ,neutral
Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 ,neutral
The estimated synergy benefits are at least EUR7m annually ,positive
"By cutting the number of plants , the group will trim fixed costs ",positive
"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands ",positive
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures ",neutral
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries ,neutral
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources ",neutral
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 ",neutral
RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system ,neutral
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation ",neutral
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales ",neutral
- The Group -¦ s result before taxes was EUR -1.9 ( -3.0 ) million ,negative
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations ,neutral
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods ",positive
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ",neutral
"Divisional sales demand in the half remained `` inconsistent '' , it added ",negative
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent ,neutral
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill ,neutral
